number,title,url,difficulty,likes,dislikes,accepted,submissions,acceptance,popularity
1588,Sum of All Odd Length Subarrays,https://leetcode.com/problems/sum-of-all-odd-length-subarrays,Easy,1153,115,60710,73968,82.07603287908285,10.02608695652174
1864,Minimum Number of Swaps to Make the Binary String Alternating,https://leetcode.com/problems/minimum-number-of-swaps-to-make-the-binary-string-alternating,Medium,210,21,9982,27304,36.558745971286264,10.0
1470,Shuffle the Array,https://leetcode.com/problems/shuffle-the-array,Easy,1507,151,245258,278394,88.09744462883539,9.980132450331126
1029,Two City Scheduling,https://leetcode.com/problems/two-city-scheduling,Medium,2050,207,120029,204098,58.80949347862301,9.903381642512077
879,Profitable Schemes,https://leetcode.com/problems/profitable-schemes,Hard,355,36,12801,31836,40.20919713531851,9.86111111111111
1395,Count Number of Teams,https://leetcode.com/problems/count-number-of-teams,Medium,1373,140,70284,98239,71.54388786530808,9.807142857142857
565,Array Nesting,https://leetcode.com/problems/array-nesting,Medium,1179,121,68265,121154,56.34564273569176,9.743801652892563
1289,Minimum Falling Path Sum II,https://leetcode.com/problems/minimum-falling-path-sum-ii,Hard,505,52,20517,32638,62.86230773944482,9.711538461538462
413,Arithmetic Slices,https://leetcode.com/problems/arithmetic-slices,Medium,2025,209,141473,234014,60.454930046920275,9.688995215311005
901,Online Stock Span,https://leetcode.com/problems/online-stock-span,Medium,1789,185,100282,161513,62.08911976125761,9.67027027027027
1483,Kth Ancestor of a Tree Node,https://leetcode.com/problems/kth-ancestor-of-a-tree-node,Hard,666,69,15682,47565,32.96962051928939,9.652173913043478
287,Find the Duplicate Number,https://leetcode.com/problems/find-the-duplicate-number,Medium,9014,937,595562,1023954,58.16296435191425,9.620064034151547
126,Word Ladder II,https://leetcode.com/problems/word-ladder-ii,Hard,3002,313,254100,1002532,25.34582437268835,9.591054313099042
1523,Count Odd Numbers in an Interval Range,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range,Easy,249,26,27085,50219,53.933770087018864,9.576923076923077
135,Candy,https://leetcode.com/problems/candy,Hard,2133,223,185793,522336,35.56963333945966,9.565022421524663
1043,Partition Array for Maximum Sum,https://leetcode.com/problems/partition-array-for-maximum-sum,Medium,1597,167,38060,55214,68.93179266128155,9.562874251497005
1220,Count Vowels Permutation,https://leetcode.com/problems/count-vowels-permutation,Hard,783,82,39548,69940,56.54561052330569,9.548780487804878
107,Binary Tree Level Order Traversal II,https://leetcode.com/problems/binary-tree-level-order-traversal-ii,Medium,2471,259,443768,782676,56.69881279098886,9.54054054054054
98,Validate Binary Search Tree,https://leetcode.com/problems/validate-binary-search-tree,Medium,7121,749,1088104,3697347,29.429317832489076,9.507343124165555
1124,Longest Well-Performing Interval,https://leetcode.com/problems/longest-well-performing-interval,Medium,750,79,18120,53808,33.675289919714544,9.49367088607595
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,https://leetcode.com/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,Hard,370,39,12918,18353,70.38631286438185,9.487179487179487
21,Merge Two Sorted Lists,https://leetcode.com/problems/merge-two-sorted-lists,Easy,8047,849,1586200,2757501,57.52309790640149,9.478209658421672
594,Longest Harmonious Subsequence,https://leetcode.com/problems/longest-harmonious-subsequence,Easy,1287,136,102570,197978,51.80878683490084,9.463235294117647
1732,Find the Highest Altitude,https://leetcode.com/problems/find-the-highest-altitude,Easy,435,46,47072,59430,79.2057883223961,9.456521739130435
1400,Construct K Palindrome Strings,https://leetcode.com/problems/construct-k-palindrome-strings,Medium,490,52,26201,41048,63.830150068212824,9.423076923076923
1472,Design Browser History,https://leetcode.com/problems/design-browser-history,Medium,668,71,46254,63332,73.03416914040297,9.408450704225352
753,Cracking the Safe,https://leetcode.com/problems/cracking-the-safe,Hard,28,3,39600,74363,53.2522894450197,9.333333333333334
652,Find Duplicate Subtrees,https://leetcode.com/problems/find-duplicate-subtrees,Medium,2412,260,109891,202712,54.21040688267098,9.276923076923078
818,Race Car,https://leetcode.com/problems/race-car,Hard,732,79,27425,66792,41.06030662354773,9.265822784810126
160,Intersection of Two Linked Lists,https://leetcode.com/problems/intersection-of-two-linked-lists,Easy,6512,704,741839,1592647,46.57899710356407,9.25
1759,Count Number of Homogenous Substrings,https://leetcode.com/problems/count-number-of-homogenous-substrings,Medium,231,25,13335,30226,44.11764705882353,9.24
1295,Find Numbers with Even Number of Digits,https://leetcode.com/problems/find-numbers-with-even-number-of-digits,Easy,809,88,323002,415110,77.81118257811183,9.193181818181818
1621,Number of Sets of K Non-Overlapping Line Segments,https://leetcode.com/problems/number-of-sets-of-k-non-overlapping-line-segments,Medium,248,27,5541,13062,42.42076251722554,9.185185185185185
1461,Check If a String Contains All Binary Codes of Size K,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k,Medium,597,65,43796,80535,54.381324889799465,9.184615384615384
406,Queue Reconstruction by Height,https://leetcode.com/problems/queue-reconstruction-by-height,Medium,4318,471,204437,295281,69.23472895309891,9.167728237791932
327,Count of Range Sum,https://leetcode.com/problems/count-of-range-sum,Hard,1245,136,53502,147869,36.182025982457446,9.154411764705882
566,Reshape the Matrix,https://leetcode.com/problems/reshape-the-matrix,Easy,1290,141,147000,237390,61.923417161632756,9.148936170212766
706,Design HashMap,https://leetcode.com/problems/design-hashmap,Easy,1807,198,209842,328590,63.86134696734532,9.126262626262626
1774,Closest Dessert Cost,https://leetcode.com/problems/closest-dessert-cost,Medium,273,30,10906,23990,45.46060858691121,9.1
938,Range Sum of BST,https://leetcode.com/problems/range-sum-of-bst,Easy,2802,308,428741,511940,83.74829081532992,9.097402597402597
1617,Count Subtrees With Max Distance Between Cities,https://leetcode.com/problems/count-subtrees-with-max-distance-between-cities,Hard,218,24,4961,7725,64.22006472491908,9.083333333333334
1081,Smallest Subsequence of Distinct Characters,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters,Medium,1108,122,26944,49963,53.927906650921685,9.081967213114755
1224,Maximum Equal Frequency,https://leetcode.com/problems/maximum-equal-frequency,Hard,290,32,9218,25597,36.01203266007735,9.0625
1678,Goal Parser Interpretation,https://leetcode.com/problems/goal-parser-interpretation,Easy,398,44,69563,81758,85.08402847427774,9.045454545454545
1330,Reverse Subarray To Maximize Array Value,https://leetcode.com/problems/reverse-subarray-to-maximize-array-value,Hard,271,30,3319,8826,37.60480398821663,9.033333333333333
1424,Diagonal Traverse II,https://leetcode.com/problems/diagonal-traverse-ii,Medium,623,69,30109,63434,47.465081817321945,9.028985507246377
1863,Sum of All Subset XOR Totals,https://leetcode.com/problems/sum-of-all-subset-xor-totals,Easy,397,44,20019,25663,78.00724778864513,9.022727272727273
377,Combination Sum IV,https://leetcode.com/problems/combination-sum-iv,Medium,2612,290,190058,399766,47.54231225266781,9.006896551724138
733,Flood Fill,https://leetcode.com/problems/flood-fill,Easy,2406,268,259126,460174,56.310439094777195,8.977611940298507
1157,Online Majority Element In Subarray,https://leetcode.com/problems/online-majority-element-in-subarray,Hard,368,41,11242,26990,41.65246387550945,8.975609756097562
1013,Partition Array Into Three Parts With Equal Sum,https://leetcode.com/problems/partition-array-into-three-parts-with-equal-sum,Easy,842,94,52568,113785,46.19941117018939,8.957446808510639
674,Longest Continuous Increasing Subsequence,https://leetcode.com/problems/longest-continuous-increasing-subsequence,Easy,1351,151,162368,345566,46.98610395698651,8.947019867549669
860,Lemonade Change,https://leetcode.com/problems/lemonade-change,Easy,963,108,80201,153951,52.09514715721236,8.916666666666666
981,Time Based Key-Value Store,https://leetcode.com/problems/time-based-key-value-store,Medium,1480,166,129852,241242,53.82644813092248,8.91566265060241
952,Largest Component Size by Common Factor,https://leetcode.com/problems/largest-component-size-by-common-factor,Hard,624,70,27757,75688,36.672920410104645,8.914285714285715
171,Excel Sheet Column Number,https://leetcode.com/problems/excel-sheet-column-number,Easy,1931,217,401007,690600,58.066463944396176,8.898617511520737
1184,Distance Between Bus Stops,https://leetcode.com/problems/distance-between-bus-stops,Easy,426,48,35824,66481,53.88607271250433,8.875
600,Non-negative Integers without Consecutive Ones,https://leetcode.com/problems/non-negative-integers-without-consecutive-ones,Hard,914,103,28041,73406,38.19987466964553,8.87378640776699
386,Lexicographical Numbers,https://leetcode.com/problems/lexicographical-numbers,Medium,904,102,70541,125544,56.188268654814244,8.862745098039216
731,My Calendar II,https://leetcode.com/problems/my-calendar-ii,Medium,944,107,61271,117791,52.01670755830242,8.822429906542055
677,Map Sum Pairs,https://leetcode.com/problems/map-sum-pairs,Medium,988,112,74964,131673,56.931945045681346,8.821428571428571
738,Monotone Increasing Digits,https://leetcode.com/problems/monotone-increasing-digits,Medium,692,79,31938,69171,46.1725289499935,8.759493670886076
290,Word Pattern,https://leetcode.com/problems/word-pattern,Easy,2137,244,272754,702991,38.799074241348755,8.758196721311476
1652,Defuse the Bomb,https://leetcode.com/problems/defuse-the-bomb,Easy,305,35,18154,30025,60.462947543713575,8.714285714285714
1335,Minimum Difficulty of a Job Schedule,https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule,Hard,869,100,48017,84650,56.72415829887774,8.69
304,Range Sum Query 2D - Immutable,https://leetcode.com/problems/range-sum-query-2d-immutable,Medium,1978,228,182914,411722,44.42657909948946,8.675438596491228
658,Find K Closest Elements,https://leetcode.com/problems/find-k-closest-elements,Medium,3087,357,210165,484133,43.41059171756522,8.647058823529411
769,Max Chunks To Make Sorted,https://leetcode.com/problems/max-chunks-to-make-sorted,Medium,1295,151,54913,97109,56.54779680565139,8.57615894039735
1701,Average Waiting Time,https://leetcode.com/problems/average-waiting-time,Medium,248,29,15136,24871,60.85802742149491,8.551724137931034
289,Game of Life,https://leetcode.com/problems/game-of-life,Medium,3087,362,258181,426603,60.5202026239853,8.527624309392266
175,Combine Two Tables,https://leetcode.com/problems/combine-two-tables,Easy,1441,169,414274,620009,66.817417166525,8.52662721893491
1366,Rank Teams by Votes,https://leetcode.com/problems/rank-teams-by-votes,Medium,554,65,25982,44819,57.970949820388675,8.523076923076923
1886,Determine Whether Matrix Can Be Obtained By Rotation,https://leetcode.com/problems/determine-whether-matrix-can-be-obtained-by-rotation,Easy,238,28,15839,29239,54.170799274941004,8.5
1489,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,Hard,312,37,5493,10590,51.86968838526912,8.432432432432432
1053,Previous Permutation With One Swap,https://leetcode.com/problems/previous-permutation-with-one-swap,Medium,101,12,24875,47771,52.071340352933795,8.416666666666666
909,Snakes and Ladders,https://leetcode.com/problems/snakes-and-ladders,Medium,185,22,55258,140486,39.33345671454807,8.409090909090908
1927,Sum Game,https://leetcode.com/problems/sum-game,Medium,227,27,4729,10104,46.80324623911322,8.407407407407407
67,Add Binary,https://leetcode.com/problems/add-binary,Easy,3274,390,658921,1362027,48.377969012361724,8.394871794871795
513,Find Bottom Left Tree Value,https://leetcode.com/problems/find-bottom-left-tree-value,Medium,1594,190,143913,225917,63.70171346113839,8.389473684210527
1835,Find XOR Sum of All Pairs Bitwise AND,https://leetcode.com/problems/find-xor-sum-of-all-pairs-bitwise-and,Hard,218,26,8187,14321,57.16779554500384,8.384615384615385
622,Design Circular Queue,https://leetcode.com/problems/design-circular-queue,Medium,1249,149,134319,279794,48.00639041580592,8.38255033557047
1702,Maximum Binary String After Change,https://leetcode.com/problems/maximum-binary-string-after-change,Medium,242,29,6995,15833,44.17987747110465,8.344827586206897
18,4Sum,https://leetcode.com/problems/4sum,Medium,4270,512,474381,1299734,36.498314270458415,8.33984375
88,Merge Sorted Array,https://leetcode.com/problems/merge-sorted-array,Easy,948,114,981127,2360551,41.56347395163248,8.31578947368421
857,Minimum Cost to Hire K Workers,https://leetcode.com/problems/minimum-cost-to-hire-k-workers,Hard,1369,165,42531,83206,51.11530418479436,8.296969696969697
1725,Number Of Rectangles That Can Form The Largest Square,https://leetcode.com/problems/number-of-rectangles-that-can-form-the-largest-square,Easy,232,28,30368,38643,78.58603110524545,8.285714285714286
1354,Construct Target Array With Multiple Sums,https://leetcode.com/problems/construct-target-array-with-multiple-sums,Hard,571,69,23620,75539,31.2686162114934,8.27536231884058
472,Concatenated Words,https://leetcode.com/problems/concatenated-words,Hard,1416,172,105667,240555,43.92633701232566,8.232558139534884
141,Linked List Cycle,https://leetcode.com/problems/linked-list-cycle,Easy,5320,647,1028751,2346640,43.83931919680906,8.2225656877898
1932,Merge BSTs to Create Single BST,https://leetcode.com/problems/merge-bsts-to-create-single-bst,Hard,123,15,2674,8077,33.10635136808221,8.2
1387,Sort Integers by The Power Value,https://leetcode.com/problems/sort-integers-by-the-power-value,Medium,604,74,40347,57310,70.40132612109579,8.162162162162161
1359,Count All Valid Pickup and Delivery Options,https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options,Hard,383,47,16819,30435,55.26203384261541,8.148936170212766
140,Word Break II,https://leetcode.com/problems/word-break-ii,Hard,3672,452,357926,944667,37.88911859946415,8.123893805309734
1818,Minimum Absolute Sum Difference,https://leetcode.com/problems/minimum-absolute-sum-difference,Medium,284,35,9623,33804,28.467045320080466,8.114285714285714
326,Power of Three,https://leetcode.com/problems/power-of-three,Easy,397,49,382853,896862,42.68806126249077,8.10204081632653
1828,Queries on Number of Points Inside a Circle,https://leetcode.com/problems/queries-on-number-of-points-inside-a-circle,Medium,259,32,21520,24869,86.53343520045036,8.09375
832,Flipping an Image,https://leetcode.com/problems/flipping-an-image,Easy,1544,191,254983,323457,78.83057098779746,8.083769633507853
1206,Design Skiplist,https://leetcode.com/problems/design-skiplist,Hard,291,36,9195,15466,59.45299366351998,8.083333333333334
757,Set Intersection Size At Least Two,https://leetcode.com/problems/set-intersection-size-at-least-two,Hard,388,48,13681,31981,42.77852474906976,8.083333333333334
330,Patching Array,https://leetcode.com/problems/patching-array,Hard,695,86,41072,115614,35.52510941581469,8.081395348837209
1844,Replace All Digits with Characters,https://leetcode.com/problems/replace-all-digits-with-characters,Easy,226,28,24506,30588,80.11638551065778,8.071428571428571
433,Minimum Genetic Mutation,https://leetcode.com/problems/minimum-genetic-mutation,Medium,636,79,42764,96343,44.38724141868117,8.050632911392405
1889,Minimum Space Wasted From Packaging,https://leetcode.com/problems/minimum-space-wasted-from-packaging,Hard,185,23,5495,18652,29.460647651726358,8.043478260869565
1039,Minimum Score Triangulation of Polygon,https://leetcode.com/problems/minimum-score-triangulation-of-polygon,Medium,785,98,17858,34683,51.48920220280829,8.010204081632653
643,Maximum Average Subarray I,https://leetcode.com/problems/maximum-average-subarray-i,Easy,1161,145,111691,262228,42.59308693198285,8.006896551724138
919,Complete Binary Tree Inserter,https://leetcode.com/problems/complete-binary-tree-inserter,Medium,536,67,27685,45647,60.650207023462656,8.0
491,Increasing Subsequences,https://leetcode.com/problems/increasing-subsequences,Medium,1144,143,63005,128395,49.071225515012266,8.0
902,Numbers At Most N Given Digit Set,https://leetcode.com/problems/numbers-at-most-n-given-digit-set,Hard,557,70,21446,59157,36.25268353702859,7.957142857142857
1300,Sum of Mutated Array Closest to Target,https://leetcode.com/problems/sum-of-mutated-array-closest-to-target,Medium,578,73,20190,47488,42.516004043126685,7.917808219178082
954,Array of Doubled Pairs,https://leetcode.com/problems/array-of-doubled-pairs,Medium,766,97,50121,138011,36.31667041032961,7.896907216494846
432,All O`one Data Structure,https://leetcode.com/problems/all-oone-data-structure,Hard,872,111,43974,128831,34.13308908570142,7.8558558558558556
1569,Number of Ways to Reorder Array to Get Same BST,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst,Hard,281,36,7174,14392,49.84713729849916,7.805555555555555
134,Gas Station,https://leetcode.com/problems/gas-station,Medium,3666,472,310714,727821,42.69099132891191,7.766949152542373
1520,Maximum Number of Non-Overlapping Substrings,https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings,Hard,380,49,9282,25093,36.99039572789224,7.755102040816326
1509,Minimum Difference Between Largest and Smallest Value in Three Moves,https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves,Medium,635,82,31507,56183,56.07924105156364,7.7439024390243905
1764,Form Array by Concatenating Subarrays of Another Array,https://leetcode.com/problems/form-array-by-concatenating-subarrays-of-another-array,Medium,147,19,8575,16149,53.09926311226702,7.7368421052631575
648,Replace Words,https://leetcode.com/problems/replace-words,Medium,1143,148,78651,130245,60.38696303121041,7.722972972972973
1792,Maximum Average Pass Ratio,https://leetcode.com/problems/maximum-average-pass-ratio,Medium,355,46,10949,22477,48.71201672821106,7.717391304347826
1674,Minimum Moves to Make Array Complementary,https://leetcode.com/problems/minimum-moves-to-make-array-complementary,Medium,346,45,4831,13196,36.60957866020006,7.688888888888889
1630,Arithmetic Subarrays,https://leetcode.com/problems/arithmetic-subarrays,Medium,330,43,22259,28627,77.75526600761519,7.674418604651163
823,Binary Trees With Factors,https://leetcode.com/problems/binary-trees-with-factors,Medium,736,96,34234,78464,43.63019983686786,7.666666666666667
1373,Maximum Sum BST in Binary Tree,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree,Hard,650,85,20507,54686,37.49954284460374,7.647058823529412
509,Fibonacci Number,https://leetcode.com/problems/fibonacci-number,Easy,1781,236,446196,658099,67.80074122586419,7.546610169491525
1329,Sort the Matrix Diagonally,https://leetcode.com/problems/sort-the-matrix-diagonally,Medium,1207,160,67728,83247,81.35788677069445,7.54375
1961,Check If String Is a Prefix of Array,https://leetcode.com/problems/check-if-string-is-a-prefix-of-array,Easy,98,13,14946,27441,54.46594511861813,7.538461538461538
693,Binary Number with Alternating Bits,https://leetcode.com/problems/binary-number-with-alternating-bits,Easy,722,96,80720,133668,60.38842505311668,7.520833333333333
943,Find the Shortest Superstring,https://leetcode.com/problems/find-the-shortest-superstring,Hard,855,114,21502,46982,45.76646375207527,7.5
367,Valid Perfect Square,https://leetcode.com/problems/valid-perfect-square,Easy,1507,201,293924,691256,42.520281921603576,7.497512437810945
181,Employees Earning More Than Their Managers,https://leetcode.com/problems/employees-earning-more-than-their-managers,Easy,989,132,272582,431070,63.23381353376482,7.492424242424242
467,Unique Substrings in Wraparound String,https://leetcode.com/problems/unique-substrings-in-wraparound-string,Medium,884,118,31681,86313,36.704783752157844,7.491525423728813
1649,Create Sorted Array through Instructions,https://leetcode.com/problems/create-sorted-array-through-instructions,Hard,404,54,18339,49554,37.00811236227146,7.481481481481482
1601,Maximum Number of Achievable Transfer Requests,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests,Hard,192,26,6351,13055,48.648027575641514,7.384615384615385
455,Assign Cookies,https://leetcode.com/problems/assign-cookies,Easy,1004,136,134782,267020,50.47636881132499,7.382352941176471
1752,Check if Array Is Sorted and Rotated,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated,Easy,280,38,20595,45830,44.93781365917521,7.368421052631579
1323,Maximum 69 Number,https://leetcode.com/problems/maximum-69-number,Easy,731,100,91914,117245,78.39481427779437,7.31
1353,Maximum Number of Events That Can Be Attended,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended,Medium,1148,158,31826,102716,30.984462011760584,7.265822784810126
4,Median of Two Sorted Arrays,https://leetcode.com/problems/median-of-two-sorted-arrays,Hard,11999,1661,1054675,3244377,32.50778192546674,7.223961468994582
474,Ones and Zeroes,https://leetcode.com/problems/ones-and-zeroes,Medium,2210,306,91084,208368,43.713046149120785,7.222222222222222
1898,Maximum Number of Removable Characters,https://leetcode.com/problems/maximum-number-of-removable-characters,Medium,418,58,9402,28146,33.4043913877638,7.206896551724138
60,Permutation Sequence,https://leetcode.com/problems/permutation-sequence,Hard,2702,376,239006,589364,40.55320650735369,7.1861702127659575
725,Split Linked List in Parts,https://leetcode.com/problems/split-linked-list-in-parts,Medium,1171,163,66569,123686,53.82096599453454,7.184049079754601
1916,Count Ways to Build Rooms in an Ant Colony,https://leetcode.com/problems/count-ways-to-build-rooms-in-an-ant-colony,Hard,172,24,2664,5359,49.7107669341295,7.166666666666667
137,Single Number II,https://leetcode.com/problems/single-number-ii,Medium,3000,420,304640,553274,55.06132585301315,7.142857142857143
916,Word Subsets,https://leetcode.com/problems/word-subsets,Medium,807,113,46086,87314,52.78191355338204,7.1415929203539825
1160,Find Words That Can Be Formed by Characters,https://leetcode.com/problems/find-words-that-can-be-formed-by-characters,Easy,746,105,90783,133953,67.77227833643144,7.104761904761904
576,Out of Boundary Paths,https://leetcode.com/problems/out-of-boundary-paths,Medium,1242,175,56945,143809,39.59766078618167,7.097142857142857
119,Pascal's Triangle II,https://leetcode.com/problems/pascals-triangle-ii,Easy,1667,235,406001,751537,54.02275603197181,7.093617021276596
231,Power of Two,https://leetcode.com/problems/power-of-two,Easy,1673,237,449419,1025080,43.84233425683849,7.059071729957806
10,Regular Expression Matching,https://leetcode.com/problems/regular-expression-matching,Hard,6502,923,578420,2078908,27.823261058209408,7.0444203683640305
1897,Redistribute Characters to Make All Strings Equal,https://leetcode.com/problems/redistribute-characters-to-make-all-strings-equal,Easy,169,24,15994,26892,59.47493678417373,7.041666666666667
1007,Minimum Domino Rotations For Equal Row,https://leetcode.com/problems/minimum-domino-rotations-for-equal-row,Medium,1385,197,127547,250508,50.91534002906095,7.030456852791878
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,Medium,330,47,22013,33143,66.41824819720604,7.0212765957446805
1982,Find Array Given Subset Sums,https://leetcode.com/problems/find-array-given-subset-sums,Hard,70,10,1269,2890,43.910034602076124,7.0
1945,Sum of Digits of String After Convert,https://leetcode.com/problems/sum-of-digits-of-string-after-convert,Easy,112,16,15289,24561,62.24909409226008,7.0
1032,Stream of Characters,https://leetcode.com/problems/stream-of-characters,Hard,886,127,50198,102926,48.770961661776425,6.9763779527559056
1217,Minimum Cost to Move Chips to The Same Position,https://leetcode.com/problems/minimum-cost-to-move-chips-to-the-same-position,Easy,557,80,61089,86504,70.61985572921483,6.9625
705,Design HashSet,https://leetcode.com/problems/design-hashset,Easy,860,124,137385,214825,63.952053997439776,6.935483870967742
138,Copy List with Random Pointer,https://leetcode.com/problems/copy-list-with-random-pointer,Medium,5952,862,615893,1414854,43.53049855320761,6.9048723897911835
440,K-th Smallest in Lexicographical Order,https://leetcode.com/problems/k-th-smallest-in-lexicographical-order,Hard,462,67,15903,52877,30.075458138699247,6.895522388059701
343,Integer Break,https://leetcode.com/problems/integer-break,Medium,1946,283,147966,284917,51.933019089770006,6.876325088339223
991,Broken Calculator,https://leetcode.com/problems/broken-calculator,Medium,959,141,44605,89391,49.898759382935644,6.801418439716312
1573,Number of Ways to Split a String,https://leetcode.com/problems/number-of-ways-to-split-a-string,Medium,326,48,14723,46893,31.397010214744203,6.791666666666667
826,Most Profit Assigning Work,https://leetcode.com/problems/most-profit-assigning-work,Medium,617,91,29263,73369,39.8846924450381,6.78021978021978
989,Add to Array-Form of Integer,https://leetcode.com/problems/add-to-array-form-of-integer,Easy,745,110,81435,180811,45.03874211192903,6.7727272727272725
1283,Find the Smallest Divisor Given a Threshold,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold,Medium,926,137,63800,124373,51.29730729338361,6.759124087591241
1266,Minimum Time Visiting All Points,https://leetcode.com/problems/minimum-time-visiting-all-points,Easy,951,141,99473,125544,79.23357547951316,6.74468085106383
1233,Remove Sub-Folders from the Filesystem,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem,Medium,451,67,34452,53983,63.820091510290275,6.731343283582089
1051,Height Checker,https://leetcode.com/problems/height-checker,Easy,175,26,150380,204787,73.43239561104953,6.730769230769231
227,Basic Calculator II,https://leetcode.com/problems/basic-calculator-ii,Medium,2765,414,298762,756591,39.48791354906416,6.678743961352657
54,Spiral Matrix,https://leetcode.com/problems/spiral-matrix,Medium,4678,704,551813,1447505,38.12166451929354,6.644886363636363
1363,Largest Multiple of Three,https://leetcode.com/problems/largest-multiple-of-three,Hard,305,46,11611,33493,34.66694533186039,6.630434782608695
526,Beautiful Arrangement,https://leetcode.com/problems/beautiful-arrangement,Medium,1544,233,99955,159457,62.684610898235896,6.626609442060086
1920,Build Array from Permutation,https://leetcode.com/problems/build-array-from-permutation,Easy,318,48,42295,45450,93.05830583058305,6.625
495,Teemo Attacking,https://leetcode.com/problems/teemo-attacking,Easy,106,16,81744,145150,56.31691353771961,6.625
1925,Count Square Sum Triples,https://leetcode.com/problems/count-square-sum-triples,Easy,86,13,13221,20229,65.35666617232685,6.615384615384615
1854,Maximum Population Year,https://leetcode.com/problems/maximum-population-year,Easy,277,42,17903,30902,57.934761504109765,6.595238095238095
1850,Minimum Adjacent Swaps to Reach the Kth Smallest Number,https://leetcode.com/problems/minimum-adjacent-swaps-to-reach-the-kth-smallest-number,Medium,244,37,10432,14189,73.52174219465783,6.594594594594595
1261,Find Elements in a Contaminated Binary Tree,https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree,Medium,441,67,35805,47579,75.25378843607474,6.582089552238806
771,Jewels and Stones,https://leetcode.com/problems/jewels-and-stones,Easy,2929,445,662896,759301,87.30345409791373,6.582022471910112
1451,Rearrange Words in a Sentence,https://leetcode.com/problems/rearrange-words-in-a-sentence,Medium,367,56,32240,52934,60.906033929043716,6.553571428571429
1802,Maximum Value at a Given Index in a Bounded Array,https://leetcode.com/problems/maximum-value-at-a-given-index-in-a-bounded-array,Medium,334,51,7507,26209,28.642832614750656,6.549019607843137
164,Maximum Gap,https://leetcode.com/problems/maximum-gap,Hard,1650,252,124216,309325,40.157116301624505,6.5476190476190474
1346,Check If N and Its Double Exist,https://leetcode.com/problems/check-if-n-and-its-double-exist,Easy,476,73,131537,370464,35.50601407964067,6.52054794520548
1203,Sort Items by Groups Respecting Dependencies,https://leetcode.com/problems/sort-items-by-groups-respecting-dependencies,Hard,487,75,10210,20930,48.78165312947922,6.493333333333333
955,Delete Columns to Make Sorted II,https://leetcode.com/problems/delete-columns-to-make-sorted-ii,Medium,383,59,13593,39946,34.02843839182897,6.491525423728813
629,K Inverse Pairs Array,https://leetcode.com/problems/k-inverse-pairs-array,Hard,694,107,23517,63318,37.141097318298115,6.485981308411215
1834,Single-Threaded CPU,https://leetcode.com/problems/single-threaded-cpu,Medium,459,71,13960,39062,35.738057447135326,6.464788732394366
1232,Check If It Is a Straight Line,https://leetcode.com/problems/check-if-it-is-a-straight-line,Easy,646,100,97858,230128,42.52329138566363,6.46
1550,Three Consecutive Odds,https://leetcode.com/problems/three-consecutive-odds,Easy,264,41,40926,63767,64.18053225022346,6.439024390243903
724,Find Pivot Index,https://leetcode.com/problems/find-pivot-index,Easy,2158,336,226513,469073,48.289498649463944,6.4226190476190474
927,Three Equal Parts,https://leetcode.com/problems/three-equal-parts,Hard,638,100,24578,62736,39.17686814588116,6.38
950,Reveal Cards In Increasing Order,https://leetcode.com/problems/reveal-cards-in-increasing-order,Medium,1499,235,50248,65982,76.15410263405171,6.378723404255319
1375,Bulb Switcher III,https://leetcode.com/problems/bulb-switcher-iii,Medium,582,92,32266,49805,64.78466017468125,6.326086956521739
154,Find Minimum in Rotated Sorted Array II,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii,Hard,1839,291,264026,623799,42.32549266670835,6.319587628865979
805,Split Array With Same Average,https://leetcode.com/problems/split-array-with-same-average,Hard,651,104,21893,82387,26.573367157439886,6.259615384615385
1791,Find Center of Star Graph,https://leetcode.com/problems/find-center-of-star-graph,Easy,168,27,43037,51122,84.1848910449513,6.222222222222222
464,Can I Win,https://leetcode.com/problems/can-i-win,Medium,1518,244,66480,223606,29.730865898052826,6.221311475409836
355,Design Twitter,https://leetcode.com/problems/design-twitter,Medium,1526,246,72357,219561,32.95530627023925,6.203252032520325
